RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NM_020911	PLXNA4	chr7	131808091	132333447	27	0.0719841	No	
NM_002867	RAB3B	chr1	52373628	52456436	28	15.5409	No	
NM_152271	LONRF1	chr8	12579406	12612992	30	3.35424	Yes	
NM_031427	DNAL1	chr14	74111578	74170431	31	1.86323	Yes	
NM_006473	TAF6L	chr11	62538775	62554813	31	3.02687	Yes	
NM_032809	FAM73B	chr9	131799253	131834351	31	5.60824	Yes	
NM_020663	RHOJ	chr14	63671102	63760230	22	13.686	No	
NR_037804	NPHP3-ACAD11	chr3	132276982	132441303	31	6.07828	Yes	
NM_001197080	IFRD1	chr7	112063199	112117258	31	23.2922	Yes	
NM_001004304	ZNF740	chr12	53574535	53584654	31	8.7365	Yes	
NM_003980	MAP7	chr6	136663419	136871957	30	0.114474	Yes	
NM_001172774	DPY19L3	chr19	32896655	32976799	31	6.10561	Yes	
NM_002487	NDN	chr15	23930554	23932450	27	28.1529	No	
NR_037644	C10orf32-AS3MT	chr10	104613967	104661655	30	0.922804	Yes	
NM_005668	ST8SIA4	chr5	100142639	100238987	28	0.0756621	No	
NM_001136019	FCGRT	chr19	50015536	50029685	30	44.4751	Yes	
NM_001135242	NDRG1	chr8	134249414	134309547	31	72.6211	Yes	
NM_002077	GOLGA1	chr9	127640573	127703386	31	8.5566	Yes	
NM_003653	COPS3	chr17	17149938	17184617	31	26.6379	Yes	
NM_017715	ZNF3	chr7	99661653	99679371	31	10.2847	Yes	
NM_020185	DUSP22	chr6	292101	351355	30	8.15331	Yes	
NM_203473	PORCN	chrX	48367371	48379202	30	4.34394	Yes	
NM_170753	PGBD3	chr10	50723151	50732359	30	2.54253	Yes	
NM_001759	CCND2	chr12	4382902	4414522	31	0.952159	Yes	
NM_018025	GPATCH1	chr19	33571786	33621318	31	2.49105	Yes	
NM_018117	WDR11	chr10	122610687	122669038	31	20.9923	Yes	
NM_004530	MMP2	chr16	55513081	55540586	28	632.553	No	
NM_181882	PRX	chr19	40899671	40919271	29	1.35479	Yes	
NM_032199	ARID5B	chr10	63661013	63856707	31	23.2645	Yes	
NM_001190481	CLSPN	chr1	36197713	36235551	30	0.371892	No	
NM_003616	GEMIN2	chr14	39583488	39606177	30	4.4071	Yes	
NM_175617	MT1E	chr16	56659585	56661024	30	79.6755	No	
NM_001126054	CASK	chrX	41374189	41782287	31	5.16006	Yes	
NM_144568	TMEM55B	chr14	20926012	20929637	31	11.4987	Yes	
NM_152411	ZNF786	chr7	148766733	148787869	31	1.51028	Yes	
NM_001042646	TRAK1	chr3	42132746	42267382	31	13.8515	Yes	
NR_002208	MRPL42P5	chr15	40824083	40824749	26	0.499716	No	
NR_028327	LOC100133331	chr1	661139	665731	27	0.227451	No	
NM_001001794	DENND6B	chr22	50750392	50765489	29	1.79757	Yes	
NM_018309	TBC1D23	chr3	99979661	100044096	30	17.5322	Yes	
NM_001008393	C4orf46	chr4	159587831	159593202	31	2.7868	Yes	
NM_001083612	AGPHD1	chr15	78799906	78829715	28	1.07781	Yes	
NR_046450	LOC374443	chr12	9769880	9811010	30	4.32955	Yes	
NM_001082969	C11orf57	chr11	111944968	111955874	31	15.4259	Yes	
NR_047507	HOXC-AS5	chr12	54329112	54333427	10	0.96085	No	
NM_002941	ROBO1	chr3	78646388	79817059	31	14.7598	Yes	
NM_144703	LSM14B	chr20	60697517	60710434	31	15.199	Yes	
NM_004957	FPGS	chr9	130565154	130576556	30	10.5474	Yes	
NM_181700	PPP2R1B	chr11	111597632	111637169	31	8.3393	Yes	
NM_001256676	STOML1	chr15	74275559	74286963	30	6.08981	Yes	
NM_198576	AGRN	chr1	955503	991499	30	56.333	Yes	
NR_026993	LOC90834	chr22	50171538	50173958	30	0.834908	Yes	
NM_001172697	TSFM	chr12	58176528	58196639	31	10.5399	Yes	
NM_001129831	CACNA1C	chr12	2162416	2807115	26	4.02632	No	
NM_030753	WNT3	chr17	44841687	44896082	27	1.25357	No	
NM_080681	COL11A2	chr6	33130469	33160245	27	0.230061	No	
NM_001130083	ABLIM2	chr4	7967037	8160559	26	0.0726372	No	
NR_002989	SNORA81	chr3	186504464	186504641	18	25.0639	No	
NM_016070	MRPS23	chr17	55916287	55927433	31	19.0416	Yes	
NM_000587	C7	chr5	40909599	40983042	22	0.0607441	No	
NM_001001937	ATP5A1	chr18	43664110	43684199	31	169.438	Yes	
NM_005540	INPP5B	chr1	38326369	38412729	30	5.38966	Yes	
NM_001080542	FBF1	chr17	73906618	73937119	29	0.885522	Yes	
NR_036482	DPY19L2P3	chr7	29724770	29727859	24	0.314152	No	
NM_032601	MCEE	chr2	71336806	71357394	31	7.29547	Yes	
NM_001214906	ZNF48	chr16	30389633	30411429	31	3.20376	Yes	
NM_024701	ASB13	chr10	5680820	5708558	30	3.82099	Yes	
NM_001199887	IL7	chr8	79645007	79717758	29	0.960621	No	
NM_181453	GCC2	chr2	109065577	109125854	31	8.89267	Yes	
NR_046285	LOC100130744	chr5	14712803	14716638	31	2.8016	Yes	
NR_046386	UHRF2	chr9	6413151	6507051	30	16.4542	Yes	
NM_145014	HYLS1	chr11	125753509	125770541	30	3.02167	Yes	
NM_000904	NQO2	chr6	3000067	3019994	30	18.0643	Yes	
NM_001165966	PITPNM3	chr17	6354583	6459877	30	0.507473	No	
NM_152729	NT5DC1	chr6	116421999	116566853	30	6.32818	Yes	
NM_001242800	ZNF790	chr19	37309224	37341689	30	1.55123	Yes	
NM_016274	PLEKHO1	chr1	150122170	150131825	30	19.1854	Yes	
NM_014258	SYCP2	chr20	58438618	58507209	29	0.570104	No	
NR_026966	LOC100130691	chr2	178148236	178257419	29	0.231282	Yes	
NM_023007	JMJD4	chr1	227918890	227923112	29	5.857	Yes	
NM_001143674	MPC2	chr1	167885913	167906307	30	16.2028	Yes	
NM_002715	PPP2CA	chr5	133532148	133561950	31	48.95	Yes	
NM_004996	ABCC1	chr16	16043434	16236930	31	19.3206	Yes	
NM_019012	PLEKHA5	chr12	19282626	19529333	30	15.5779	No	
NM_022351	NECAB1	chr8	91803921	91971630	29	0.1875	Yes	
NM_001143973	TCTN3	chr10	97423153	97453900	31	18.5282	Yes	
NM_019043	APBB1IP	chr10	26727266	26856732	27	13.599	No	
NR_024603	MPDU1	chr17	7486965	7491527	31	16.8628	Yes	
NM_001100626	ERLIN1	chr10	101909847	101945814	31	24.3978	Yes	
NR_015384	LOC100126784	chr11	19732480	19736218	24	0.654524	No	
NM_001145106	FIBCD1	chr9	133777825	133814455	19	0.714361	No	
NM_001085487	MYSM1	chr1	59120411	59165747	31	6.24014	Yes	
NM_001102406	ALPK1	chr4	113218499	113363764	30	3.23849	Yes	
NM_012193	FZD4	chr11	86656717	86666440	29	14.4489	No	
NR_024504	LOC646813	chr11	50368318	50379802	3	1.14538	No	
NM_001039590	USP9X	chrX	40944888	41095832	31	12.7219	Yes	
NM_176814	ZNF800	chr7	127010354	127032767	31	4.03192	Yes	
NM_030919	FAM83D	chr20	37554955	37581703	29	1.03988	No	
NR_027410	GOLGA8B	chr15	34817484	34875771	30	6.43005	Yes	
NM_002408	MGAT2	chr14	50087489	50090199	31	21.1347	Yes	
NR_029707	MIR186	chr1	71533314	71533399	6	259.503	No	
NM_001467	SLC37A4	chr11	118895061	118901616	31	5.11727	Yes	
NM_006762	LAPTM5	chr1	31205315	31230683	30	0.340924	Yes	
NM_183353	RLIM	chrX	73802811	73834461	31	4.95714	Yes	
NR_047479	LINC00854	chr17	41373437	41381062	25	0.303637	No	
NM_001142544	CTF1	chr16	30907928	30914881	30	6.81654	Yes	
NM_014034	ASF1A	chr6	119215241	119230335	31	7.83297	Yes	
NM_014747	RIMS3	chr1	41086352	41131324	30	0.197615	No	
NM_015323	UFL1	chr6	96969702	97003151	30	10.6984	Yes	
NM_001099270	ZBTB34	chr9	129622944	129648156	31	2.80168	Yes	
NM_015210	SOGA2	chr18	8717369	8832775	30	13.675	Yes	
NM_004717	DGKI	chr7	137074385	137531609	22	0.809002	No	
NR_073180	LOC100996307	chr19	42901300	43156507	28	0.809134	No	
NM_001009932	DNASE1L1	chrX	153629579	153640427	31	19.0926	Yes	
NM_015920	RPS27L	chr15	63445539	63449741	31	187.464	Yes	
NM_152694	ZCCHC5	chrX	77911566	77914825	13	0.0946702	No	
NM_021970	LAMTOR3	chr4	100799495	100815703	30	8.74182	Yes	
NM_003677	DENR	chr12	123237371	123255953	31	24.5385	Yes	
NR_037861	PPT2-EGFL8	chr6	32121776	32136062	31	0.840252	Yes	
NM_207435	C12orf76	chr12	110478983	110505500	30	2.39077	Yes	
NM_001025249	DUT	chr15	48623621	48635570	31	19.0239	Yes	
NM_003328	TXK	chr4	48068410	48136273	25	0.170756	No	
NM_001938	DR1	chr1	93811478	93828148	31	20.4879	Yes	
NR_037643	RWDD3	chr1	95699711	95712781	30	13.7933	Yes	
NM_032487	ACTRT3	chr3	169484711	169487683	30	1.67196	Yes	
NR_038464	LINC00857	chr10	81967466	81979413	21	0.827601	No	
NM_001161342	TMEM171	chr5	72416388	72427644	19	0.873847	No	
NM_173832	ZFP41	chr8	144328991	144344875	30	4.38327	Yes	
NM_021926	ALX4	chr11	44282278	44331716	25	2.37443	No	
NM_015147	CEP68	chr2	65283495	65314142	31	3.27147	Yes	
NM_006584	CCT6B	chr17	33254878	33288528	30	1.63903	Yes	
NM_001190738	NFIB	chr9	14081842	14398982	29	0.203596	No	
NM_001198898	ACY1	chr3	52017300	52023218	31	8.4879	Yes	
NM_024620	ZNF329	chr19	58637695	58662148	31	4.3261	Yes	
NM_001145434	ZNF880	chr19	52873170	52889046	29	3.37279	Yes	
NM_032374	APOPT1	chr14	104029299	104057236	31	22.666	Yes	
NM_016607	ARMCX3	chrX	100878120	100882831	31	38.8056	Yes	
NM_144638	TMEM42	chr3	44903408	44907154	29	12.368	Yes	
NM_001010853	PM20D2	chr6	89855769	89875288	31	3.23349	Yes	
NM_014908	DOLK	chr9	131707809	131710012	31	10.5275	Yes	
NM_006133	DAGLA	chr11	61447905	61514474	29	1.58305	No	
NM_018056	TMEM39B	chr1	32538503	32568467	31	6.59428	Yes	
NM_000093	COL5A1	chr9	137533652	137736688	29	255.456	Yes	
NR_038428	CXorf28	chrX	3189861	3202694	7	0.984548	No	
NM_000022	ADA	chr20	43248163	43280376	31	8.18865	Yes	
NR_033926	LOC644961	chr1	27650365	27653016	29	0.567093	Yes	
NM_001144925	MX1	chr21	42792520	42831141	30	23.5398	Yes	
NM_021241	WIZ	chr19	15532318	15560762	31	11.1485	Yes	
NM_025128	MUS81	chr11	65627872	65633914	30	10.9576	Yes	
NM_032600	CCDC54	chr3	107096188	107097481	11	0.212268	No	
NM_152588	TMTC2	chr12	83080934	83528067	31	7.28346	Yes	
NM_001080419	UNK	chr17	73780920	73821886	31	8.16498	Yes	
NM_020920	CHD8	chr14	21853353	21905457	31	8.05465	Yes	
NM_001193621	PINLYP	chr19	44080952	44086256	30	1.24726	Yes	
NM_016077	PTRH2	chr17	57774667	57784856	30	17.9176	Yes	
NM_007198	PROSC	chr8	37620101	37637286	31	16.925	Yes	
NM_002523	NPTX2	chr7	98246597	98259181	24	0.184435	No	
NM_001024611	LRRC66	chr4	52859866	52883786	25	0.0740397	No	
NM_016239	MYO15A	chr17	18012020	18083116	28	0.0198452	No	
NM_025222	WDR82	chr3	52288438	52312659	31	31.8083	Yes	
NM_001145901	SARS2	chr19	39405904	39421536	31	4.22714	Yes	
NM_144664	FAM76B	chr11	95502106	95522954	31	2.96396	Yes	
NM_000980	RPL18A	chr19	17970687	17974133	31	495.932	Yes	
NM_032727	INA	chr10	105036920	105050108	22	1.29943	No	
NM_001195278	TMEM178B	chr7	140774032	141180179	26	0.178789	No	
NM_001963	EGF	chr4	110834040	110934118	25	0.264208	No	
NM_004704	RRP9	chr3	51967442	51975957	31	7.38782	Yes	
NM_138369	BOD1	chr5	173034148	173043666	31	28.4376	Yes	
NM_001013703	EIF2AK4	chr15	40226347	40327797	31	23.8872	Yes	
NM_014613	FAF2	chr5	175875356	175937075	31	25.5473	Yes	
NM_017934	PHIP	chr6	79644136	79788011	31	4.62278	Yes	
NM_001115007	LIN54	chr4	83845756	83934040	31	3.08875	Yes	
NR_038250	LOC100507433	chr19	38039851	38078248	28	0.777314	No	
NM_000060	BTD	chr3	15643255	15687325	31	10.1949	Yes	
NR_015368	LOC643837	chr1	762971	794826	31	1.71392	Yes	
NM_001017963	HSP90AA1	chr14	102547075	102606086	31	195.105	Yes	
NM_001042495	SLC12A6	chr15	34522197	34630265	31	4.91255	Yes	
NM_016653	ZAK	chr2	173940565	174132737	31	46.9171	Yes	
NM_003689	AKR7A2	chr1	19629202	19638640	31	12.5507	Yes	
NM_181787	DPY19L4	chr8	95732103	95806076	31	9.43917	Yes	
NM_001127893	CEACAM19	chr19	45174724	45187627	30	3.40089	Yes	
NM_153690	FAM43A	chr3	194406622	194409766	30	16.6784	Yes	
NM_000064	C3	chr19	6677846	6720662	30	5.48079	Yes	
NM_001012456	SEC61G	chr7	54819940	54826939	31	272.87	Yes	
NM_006232	POLR2H	chr3	184081194	184086363	31	24.3745	Yes	
NM_006763	BTG2	chr1	203274664	203278729	31	10.8904	Yes	
NR_002835	HAS2-AS1	chr8	122651586	122657564	17	0.222154	No	
NR_026813	LINC00597	chr15	77516250	77517746	15	0.178943	No	
NM_005682	GPR56	chr16	57653910	57698944	30	0.128457	Yes	
NR_040671	LOC100288198	chr6	79943391	79946517	30	0.331838	Yes	
NM_023942	LRRC61	chr7	150020296	150035245	29	0.394611	Yes	
NM_175058	PLEKHA7	chr11	16809207	17035963	29	0.10051	No	
NM_001002031	ATP5G2	chr12	54058944	54070512	31	144.683	Yes	
NM_005657	TP53BP1	chr15	43699412	43802707	31	17.0106	Yes	
NM_006456	ST6GALNAC2	chr17	74561461	74582145	29	0.121712	No	
NM_032352	BRMS1L	chr14	36295597	36341169	31	5.83296	Yes	
NR_033227	CHTF8	chr16	69151912	69166493	31	26.8137	Yes	
NM_001042529	COASY	chr17	40714092	40718299	31	17.1267	Yes	
NM_001243372	CLCN3	chr4	170541672	170644338	31	11.9889	Yes	
NM_001256430	STON2	chr14	81726994	81893748	29	0.0181641	Yes	
NM_032868	MPND	chr19	4343524	4360083	31	3.13797	Yes	
NM_014010	ASTN2	chr9	119187504	120177317	29	4.13468	Yes	
NM_006277	ITSN2	chr2	24425735	24583397	31	4.64869	Yes	
NM_001040272	ADAMTSL1	chr9	18474079	18910947	24	0.827707	No	
NM_024540	MRPL24	chr1	156707094	156710923	31	33.8818	Yes	
NM_021211	ZBED5	chr11	10874251	10879620	31	13.4853	Yes	
NM_006410	HTATIP2	chr11	20385231	20405329	30	18.4338	Yes	
NM_176877	INADL	chr1	62208149	62629591	30	2.62039	Yes	
NM_001145798	CACNB4	chr2	152689286	152955593	27	0.0304906	No	
NM_001040412	C9orf131	chr9	35041102	35045988	26	0.0776654	No	
NM_022762	RMND5B	chr5	177558028	177575479	31	10.3858	Yes	
NM_030768	ILKAP	chr2	239079043	239112324	30	11.0178	Yes	
NM_016591	GCNT4	chr5	74323289	74326724	29	6.08503	No	
NM_003565	ULK1	chr12	132379279	132407707	31	14.4782	Yes	
NM_003800	RNGTT	chr6	89319989	89673348	30	4.99799	Yes	
NM_001135865	LOC100132247	chr16	22524844	22547841	27	0.4484	No	
NM_001195802	LDLR	chr19	11200038	11244505	31	5.54363	Yes	
NM_006993	NPM3	chr10	103541082	103543170	31	13.064	Yes	
NM_000784	CYP27A1	chr2	219646472	219680016	28	4.7626	No	
NM_001040202	PAQR3	chr4	79839094	79860582	31	6.41434	Yes	
NM_000551	VHL	chr3	10183319	10195354	31	10.4108	Yes	
NM_153451	ORAOV1	chr11	69480332	69490165	31	6.07568	Yes	
NM_001164741	ARHGAP4	chrX	153172830	153191714	28	0.379549	No	
NM_001166167	NEK6	chr9	127019885	127114719	30	27.23	Yes	
NM_006303	AIMP2	chr7	6048882	6063465	31	11.6256	Yes	
NM_017805	RASIP1	chr19	49223842	49243970	28	0.29874	No	
NR_038268	LINC00840	chr10	44354859	44390881	16	0.130719	No	
NM_020202	NIT2	chr3	100053562	100074478	31	28.1897	Yes	
NM_006909	RASGRF2	chr5	80256508	80525981	30	0.261868	Yes	
NM_013241	FHOD1	chr16	67263292	67281425	30	5.13461	Yes	
NR_040071	LOC100131096	chr17	76103483	76107880	29	0.0775383	No	
NR_046371	CP	chr3	148880197	148939832	30	0.514069	Yes	
NM_002214	ITGB8	chr7	20370725	20455382	30	0.242899	Yes	
NM_001823	CKB	chr14	103985995	103989196	30	10.7015	Yes	
NM_199136	FAM221A	chr7	23719749	23742269	29	0.703971	Yes	
NM_032558	HIATL1	chr9	97136833	97223202	31	18.5458	Yes	
NM_024709	C1orf115	chr1	220863628	220872499	28	1.92254	No	
NR_003142	SNHG9	chr16	2014997	2015505	29	19.6924	Yes	
NM_001204477	CDRT4	chr17	15339332	15370925	30	0.00100691	Yes	
NM_172250	MMAA	chr4	146540540	146581187	31	1.45138	Yes	
NM_001039842	OXLD1	chr17	79632066	79633618	31	13.3482	Yes	
NM_006721	ADK	chr10	75910943	76469061	30	12.7452	Yes	
NM_005589	ALDH6A1	chr14	74526872	74551196	30	3.22646	Yes	
NM_001992	F2R	chr5	76011868	76031595	31	38.7549	Yes	
NM_015500	C2CD2	chr21	43305219	43373999	31	3.15743	Yes	
NM_001003897	MANBAL	chr20	35918051	35945663	31	41.5966	Yes	
NM_001017981	RNF215	chr22	30774803	30783302	29	10.2473	Yes	
NM_015441	OLFML2B	chr1	161952982	161993644	27	0.469636	No	
NM_001127240	BBC3	chr19	47724079	47736023	31	9.48687	Yes	
NM_182765	HECTD2	chr10	93170096	93274520	31	2.86188	Yes	
NM_001271661	SEMA4F	chr2	74881355	74910981	31	3.44473	Yes	
NM_004649	C21orf33	chr21	45553494	45565605	30	39.9718	Yes	
NR_027697	TAPT1-AS1	chr4	16228286	16259810	31	1.38252	Yes	
NM_001130442	HRAS	chr11	532242	535550	30	19.4734	Yes	
NM_001098831	MORN4	chr10	99374310	99393913	30	5.21643	Yes	
NM_014667	VGLL4	chr3	11597544	11762220	31	16.6268	Yes	
NM_080659	C11orf52	chr11	111789601	111797595	24	1.23596	No	
NM_004783	TAOK2	chr16	29985188	30003582	31	10.6085	Yes	
NM_001289	CLIC2	chrX	154505500	154563986	29	0.0932208	Yes	
NM_018076	ARMC4	chr10	28101097	28287977	26	9.06811	No	
NM_152345	ANKRD13B	chr17	27920527	27941779	31	2.3379	Yes	
NM_001142651	NEURL1B	chr5	172068276	172118533	30	0.335704	Yes	
NM_000118	ENG	chr9	130577291	130617047	30	46.5017	Yes	
NM_024523	GCC1	chr7	127220682	127225654	31	9.89585	Yes	
NM_001142274	CLASP1	chr2	122095352	122407052	31	10.9455	Yes	
NM_016108	AIG1	chr6	143382023	143661441	30	20.7667	Yes	
NM_001042603	KDM5A	chr12	389223	498620	31	7.46511	Yes	
NM_001008564	NUPL1	chr13	25875666	25916561	31	11.2579	Yes	
NM_006901	MYO9A	chr15	72118361	72410440	31	3.81357	Yes	
NM_001007214	CACYBP	chr1	174968571	174981163	30	10.1267	Yes	
NM_015187	SEL1L3	chr4	25749049	25864610	30	22.1523	Yes	
NM_001190807	CYB5A	chr18	71920527	71959251	30	46.9051	Yes	
NM_016027	LACTB2	chr8	71549501	71581447	31	14.2357	Yes	
NM_006761	YWHAE	chr17	1247834	1303556	31	172.115	Yes	
NM_000212	ITGB3	chr17	45331208	45390077	30	3.35468	Yes	
NR_002588	SNORA4	chr3	186505402	186505538	20	169.697	No	
NM_007149	ZNF184	chr6	27418521	27440897	31	1.75646	Yes	
NM_017554	PARP14	chr3	122399672	122449687	30	13.7209	Yes	
NM_005068	SIM1	chr6	100836750	100911551	14	12.6337	No	
NM_001243252	EFHD1	chr2	233470767	233547491	25	93.6102	No	
NR_026862	PPP1R3E	chr14	23765112	23772057	31	0.862721	Yes	
NM_001414	EIF2B1	chr12	124105570	124118323	31	27.9148	Yes	
NM_001048212	CEMP1	chr16	2580036	2581409	30	3.16407	Yes	
NM_002070	GNAI2	chr3	50273647	50296786	31	155.795	Yes	
NM_207645	C11orf87	chr11	109292846	109299893	17	0.24215	No	
NM_001044385	TMEM237	chr2	202484907	202508252	31	14.7825	Yes	
NR_002323	TUG1	chr22	31365634	31375380	30	38.8307	No	
NM_002805	PSMC5	chr17	61904770	61909387	31	53.1317	Yes	
NM_001008739	C6orf226	chr6	42858003	42858554	29	3.98908	Yes	
NM_006602	TCFL5	chr20	61472467	61493115	30	8.83577	Yes	
NM_182472	EPHA5	chr4	66185281	66535653	19	0.152457	No	
NM_001256171	ZNF85	chr19	21106059	21133503	29	1.21863	Yes	
NM_018177	N4BP2	chr4	40058524	40159872	31	1.46718	Yes	
NM_001136499	ZNF841	chr19	52567719	52599018	30	3.96966	Yes	
NM_014381	MLH3	chr14	75480467	75518235	31	1.47392	Yes	
NM_025191	EDEM3	chr1	184659625	184724041	31	10.4745	Yes	
NM_014758	SNX19	chr11	130745766	130786382	31	28.5575	Yes	
NM_001007538	SHISA2	chr13	26618735	26625198	25	0.0861728	No	
NM_001135598	CLHC1	chr2	55399687	55459699	30	1.16993	Yes	
NM_181706	DNAJC24	chr11	31391377	31454382	31	5.54437	Yes	
NM_181514	MRPL21	chr11	68658746	68671303	30	23.5131	Yes	
NM_005223	DNASE1	chr16	3702940	3708096	30	1.43909	Yes	
NM_001202411	ZNF559	chr19	9434448	9454521	31	4.12184	Yes	
NM_000545	HNF1A	chr12	121416549	121440314	26	0.152521	No	
NM_001165895	CD320	chr19	8367011	8373240	31	14.5851	Yes	
NM_001032395	GPR126	chr6	142623056	142767403	30	6.12423	Yes	
NR_027691	PANX2	chr22	50609160	50618724	31	2.35609	Yes	
NR_036501	LOC401321	chr7	32797898	32802536	30	0.991232	Yes	
NM_020845	PITPNM2	chr12	123468027	123594975	31	0.460482	Yes	
NM_203458	NOTCH2NL	chr1	145209111	145285912	31	1.94514	Yes	
NM_001023561	ZNF749	chr19	57946693	57957191	30	0.509447	Yes	
NM_001161660	MYB	chr6	135502453	135540311	25	0.0810118	No	
NM_001093756	TRAPPC13	chr5	64920558	64961954	31	8.5528	Yes	
NM_005742	PDIA6	chr2	10923517	10952960	31	182.136	Yes	
NM_014774	EFCAB14	chr1	47140831	47184736	31	18.0924	Yes	
NM_001099737	WDR83	chr19	12777618	12786646	31	2.59355	Yes	
NM_001080396	FAM155A	chr13	107820879	108519460	22	1.8358	No	
NM_015969	MRPS17	chr7	56019611	56023033	30	23.6833	Yes	
NM_022842	CDCP1	chr3	45123769	45187914	30	0.582858	Yes	
NM_006946	SPTBN2	chr11	66452720	66488870	29	0.0301938	No	
NM_003564	TAGLN2	chr1	159887903	159895284	31	169.326	Yes	
NM_001164811	PET117	chr20	18118499	18123812	30	2.31061	Yes	
NM_001011546	DSTN	chr20	17550599	17588652	31	453.796	Yes	
NM_001135147	SLC39A8	chr4	103172198	103266655	31	2.08101	Yes	
NM_145689	APBB1	chr11	6416355	6440644	30	18.892	Yes	
NM_003866	INPP4B	chr4	142949182	143767604	29	14.8395	Yes	
NM_199368	TRPC4AP	chr20	33590207	33680618	31	44.7995	Yes	
NM_004394	DAP	chr5	10679342	10761387	30	116.012	Yes	
NM_016531	KLF3	chr4	38665790	38703129	31	7.73957	Yes	
NM_021260	ZFYVE1	chr14	73436159	73493920	31	9.03179	Yes	
NM_012398	PIP5K1C	chr19	3630179	3700477	31	19.8589	Yes	
NM_004724	ZW10	chr11	113603905	113644485	31	5.56512	Yes	
NM_030936	RNF32	chr7	156433353	156469820	30	1.19882	Yes	
NM_016287	HP1BP3	chr1	21069171	21113181	31	56.7698	Yes	
NM_019083	TRMT13	chr1	100598706	100616054	30	6.14059	Yes	
NM_013955	NOX1	chrX	100098313	100129334	16	0.106225	No	
NM_030653	DDX11	chr12	31226779	31257725	30	0.971343	Yes	
NR_003084	HOXC5	chr12	54410642	54429144	20	0.221129	No	
NM_144715	EFHB	chr3	19920966	19975706	22	0.087278	No	
NM_024565	CCNJL	chr5	159678671	159739573	27	0.0753662	No	
NR_028407	ARMCX4	chrX	100673251	100790975	30	2.75389	Yes	
NM_002354	EPCAM	chr2	47596287	47614167	29	0.458467	Yes	
NM_020657	ZNF304	chr19	57862645	57871265	30	3.29593	Yes	
NR_036523	MICA	chr6	31367561	31383090	28	3.57486	No	
NM_006747	SIPA1	chr11	65405578	65418391	31	5.05276	Yes	
NM_156039	CSF3R	chr1	36931644	36948915	25	0.0830781	No	
NM_199262	SP6	chr17	45922280	45933240	28	0.128506	No	
NM_144629	RFTN2	chr2	198435527	198540584	26	0.238612	No	
NM_004312	ARR3	chrX	69488185	69501690	12	0.209387	No	
NM_178557	NAT8L	chr4	2061239	2070816	28	0.0816568	No	
NM_001113324	TEN1	chr17	73975298	73996667	30	8.55734	Yes	
NM_003363	USP4	chr3	49314577	49377536	31	15.6498	Yes	
NR_026590	CDYL	chr6	4706393	4955778	31	9.77374	Yes	
NM_001271427	EMC1	chr1	19542158	19578053	31	17.4595	Yes	
NM_139247	ADCY4	chr14	24787555	24804277	27	0.936307	No	
NM_000854	GSTT2	chr22	24299601	24303393	15	0.000331894	No	
NM_001145098	SKIL	chr3	170075473	170114637	31	8.63563	Yes	
NM_001013660	FRRS1	chr1	100174259	100231349	30	1.02874	Yes	
NM_001011725	HNRNPA1L2	chr13	53191605	53217919	31	2.24843	Yes	
NM_003715	USO1	chr4	76649829	76735366	31	59.1354	Yes	
NM_001174101	PRR7	chr5	176873796	176883287	29	2.93407	Yes	
NM_001142434	MGEA5	chr10	103544200	103578222	31	33.5165	Yes	
NM_006772	SYNGAP1	chr6	33387847	33421466	29	0.876721	No	
NM_001545	ICT1	chr17	73008780	73017356	30	19.538	Yes	
NM_000628	IL10RB	chr21	34638665	34669539	30	24.0987	Yes	
NM_002448	MSX1	chr4	4861392	4865660	26	3.07074	No	
NM_025108	C16orf59	chr16	2510115	2514964	30	0.974887	No	
NM_018088	FAM90A1	chr12	8373856	8380214	24	0.20015	No	
NM_001039618	CREBZF	chr11	85368608	85376182	31	8.59427	Yes	
NM_001025616	ARHGAP24	chr4	86396284	86923823	29	4.91538	No	
NM_003489	NRIP1	chr21	16333556	16437126	31	9.97631	Yes	
NM_001130858	PPIP5K1	chr15	43825660	43882451	30	1.97235	Yes	
NM_014470	RND1	chr12	49250916	49259653	26	0.158366	No	
NM_001146111	MIER1	chr1	67390578	67454302	31	8.64424	Yes	
NM_001128143	PMS1	chr2	190648811	190742355	30	5.6507	Yes	
NM_017868	TTC12	chr11	113185251	113237114	30	4.16495	Yes	
NM_025027	ZNF606	chr19	58488441	58514714	30	1.84133	Yes	
NM_016467	ORMDL1	chr2	190634993	190649097	31	22.0962	Yes	
NM_003273	TM7SF2	chr11	64879341	64883707	31	2.34387	Yes	
NR_038323	LOC100507156	chr8	23193721	23223638	27	17.8108	No	
NM_001127713	ATL1	chr14	50999800	51099784	30	2.67042	Yes	
NM_001114092	THUMPD3	chr3	9404717	9428475	31	10.4909	Yes	
NM_001042601	TTC14	chr3	180319918	180328918	31	16.9435	Yes	
NM_001017423	ALDH18A1	chr10	97365686	97416567	31	41.968	Yes	
NM_001170752	SRPX	chrX	38008588	38080177	28	23.5832	No	
NR_026788	FAM66C	chr12	8332805	8353596	28	0.906757	No	
NM_012473	TXN2	chr22	36863093	36877687	31	33.1116	Yes	
NM_002537	OAZ2	chr15	64979773	64995462	31	49.1939	Yes	
NM_018449	UBAP2	chr9	33921691	34048947	31	5.95449	Yes	
NM_023112	OTUB2	chr14	94492724	94515276	29	0.504496	No	
